,Nom du commerce,﻿Catégorie,Adresse,Numéro,Code postal,Localité,Site internet,Géo Point,lun_mat_ouv,lun_mat_ferm,lun_soir_ouv,lun_soir_ferm,mar_mat_ouv,mar_soir_ferm,mer_mat_ouv,mer_mat_ferm,mer_soir_ouv,mer_soir_ferm,jeu_mat_ouv,jeu_mat_ferm,ven_mat_ouv,ven_mat_ferm,ven_soir_ouv,ven_soir_ferm,sam_mat_ouv,sam_mat_ferm,sam_soir_ouv,sam_soir_ferm,dim_mat_ouv,dim_mat_ferm,dim_soir_ferm
412,Plastirol Belgium,Fabrication de film plastique,Rue des Artisans,6,4280,Hannut,,"50.678394396,5.089498135",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
413,Cornélis E,Ferronnerie,Rue du Curé,35,4280,Moxhe,,"50.631402106,5.076315499",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
414,Hannut Fruits,Fruits & Légumes,Rue du Luxembourg,4 / A,4280,Hannut,,"50.676275139,5.087422649",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
415,Centre Fruitier Wallon,Fruits & légumes (culture de),Rue de Marsalle,16/a,4280,Merdorp,,"50.64152869,4.998800656",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
416,Bya,Garage automobile,Rue Camille Moies,16,4280,Trognée,,"50.688963352,5.115979491",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
417,Goffin Business Services,Gestion & organisation de sociétés,Rue Croix Lacave,5,4280,Avernas-le-Bauduin,,"50.686321677,5.077510215",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
418,Xavier Meur,Glacier,Rue de la Fusion,11,4280,Petit-Hallet,,"50.687655043,5.017580076",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
419,Jack Studio,Graphiste - Photographe,Rue Zénobe Gramme,37,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
420,Sign Solutions (impression sur mesure),Imprimerie,Rue Albert 1er,132,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
421,Imprimez moins cher,Imprimerie,Route de Landen,57,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
422,Dantinne Sylvie,Infirmières - soins à domicile,Rue Emile Duchesne,2,4280,Grand-Hallet,,"50.69498003,5.030454225",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
423,Bio aware (bio informatique),Informatique,Rue du Henrifontaine,20,4280,Bertrée,,"50.692213911,5.091274752",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
424,Mitis,Informatique - Consultant,Rue Longue,28,4280,Bertrée,,"50.696599996,5.089858552",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
425,Visio Ing Consult,Informatique - consultant,Route de Wavre,17,4280,Hannut,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
426,Société Swegon,Informatique - Installateur,Rue de Huy,24,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
427,LS information service,Informatique (Réparation et vente de matériel),Rue du Biez,2,4280,Bertrée,,"50.694941188,5.088843955",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
428,Energy Distribution Belux,Informatique (Réparation et vente de matériel),Rue des Artisans,11,4280,Hannut,,"50.678394396,5.089498135",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
429,Steel Solutions,Ingénieur Construction,Rue Zenobe Gramme,44,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
430,Rituels d'Ici et d'Ailleurs,Institut de beauté et/ou bien-être,Rue d'Atrive,42,4280,Avin,,"50.624053111,5.073498891",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
431,Un Flo de Sens,Institut de beauté et/ou bien-être,Rue de l'Eglise,2,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
432,Le Boudoir de Mika,Institut de beauté et/ou bien-être,Rue de la Croix,11A,4280,Lens-Saint-Remy,,"50.656155105,5.126290782",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
433,Osiris,Institut de beauté et/ou bien-être,Rue Marcel Royer,16,4280,Moxhe,,"50.63464464,5.07960758",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
434,Aveve,jardinage - animalerie (magasin de),Route de Landen,86,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
435,Smartoys,Jeux & Jouets,Rue Albert 1er,37,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
436,De Villenfagne,Jus de fruit artisanal (Fabrication),Rue du Château,15,4280,Blehen,,"50.6636503,5.12491044",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
437,Sacré M.,Kinésithérapeute,Rue de Thisnes,34c,4280,Crehen,,"50.660842687,5.058640297",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
438,Hinnekens G,Kinésithérapeute,Rue de Wasseiges,41,4280,Crehen,,"50.658210317,5.062700112",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
439,L'Hoest Hervé,Kinésithérapeute,Rue sous les Prés,1,4280,Petit-Hallet,,"50.691734589,5.022592697",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
440,Mathieu Natacha,Kinésithérapeute,Rue de la Victoire,16b,4280,Thisnes,,"50.667134368,5.050771497",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
441,Librairie Mordant,Librairie,Rue Albert 1er,52,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
442,Theret Estelle,Logopède,Rue de la Gare,11A,4280,Bertrée,,"50.700074008,5.085798373",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
443,Lisein Evelyne,Logopède,Rue Del Gotch,17,4280,Moxhe,,"50.630535802,5.088881683",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
444,L'Homme G,Machines & outils agricoles,Rue de la Vallée,21,4280,Thisnes,,"50.669641851,5.037955284",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
445,Distrimat,Machines de chantier (Commercialisation),Rue des Combattants,43,4280,Hannut,,"50.674242047,5.08579216",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
446,Management systems sprl,Management,Rue de Houtain,31 c,4280,Grand-Hallet,,"50.698816905,5.043729605",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
447,TopTel-Data,Marketing,Rue de Petit-Hallet,15,4280,Grand-Hallet,,"50.691758359,5.031279717",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
448,Belle et Chic,Maroquinerie - dét.,Rue Albert 1er,35,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
449,Bagatelle,Maroquinerie - dét.,Rue de l'Eglise,1,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
450,Le Moment pour Soi,Massages et/ou thérapeutiques,Ruelle des Mottes,21,4280,Avin,,"50.625259078,5.069721798",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
451,Om Shanti,Massages et/ou thérapeutiques,Rue du Tilleul,3b,4280,Hannut,,"50.670089613,5.088506117",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
452,La Nouvelle Taille SA (Taille monument),Matériaux de Construction,Route de Wavre,24 / 28,4280,Hannut,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
453,Doneux matériaux,Matériaux de Construction,Rue des Combattants,35,4280,Hannut,,"50.674242047,5.08579216",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
454,Finta SPRL,Menuiserie - Châssis - Ebénisterie,Route de Wavre,54,4280,Hannut,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
455,MGC,Menuiserie - Châssis - Ebénisterie,Rue sous les Prés,12,4280,Petit-Hallet,,"50.691734589,5.022592697",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
456,M & H Construct,Menuiserie - Châssis - Ebénisterie,Rue Dieu le Garde,21,4280,Villers-le-Peuplier,,"50.65250818,5.087619573",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
457,Douette Thierry,Menuiserie - Châssis - Ebénisterie,Rue de Blehen,3,4280,Villers-le-Peuplier,,"50.66159001,5.10656295",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
458,Etudelec sprl + DBM,Nettoyage (entreprise),Rue de France,9,4280,Hannut,,"50.676425556,5.09126427",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
459,Etude du Notaire Charles Wauters,Notaires,Chemin des Dames,24,4280,Hannut,,"50.666636608,5.078044956",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
460,J'suis vernie par Allyson,Ongles - Modelage,Rue de Boelhe,3,4280,Blehen,,"50.667318429,5.12451391",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
461,Picone M,Ongles - Modelage,Rue du Mignawez,6,4280,Thisnes,,"50.663014481,5.050343779",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
462,Orthopédie Crotteux,Orthopédiste,Rue Zenobe Gramme,73,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
463,Di,Parfumerie - Articles - dét.,Rue Albert 1er,48,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
464,Delphine Cuvelliez (Pédicure médicale),Pédicure,Route de Wavre,57,4280,Hannut,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
465,Moureau Isabelle,Pédicure,Rue Camille Moies,18,4280,Trognée,,"50.688963352,5.115979491",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
466,Alves Martins,Peinture (entrepreneur de ),Route de Namur,104b,4280,Moxhe,,"50.638894909,5.081312019",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
467,Pharmacie Familia,Pharmacie,Place Henri Hallet,10,4280,Hannut,,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
468,Pharmacie de Thisnes,Pharmacie,Route de Wavre,100 b,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
469,Gioffinet E,Physiothérapeute,Rue d'Avennes,8a,4280,Villers-le-Peuplier,,"50.6476397,5.100660334",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
470,Doni Pizzeria,Pizzerias,Rue Gustave Detiege,2,4280,Hannut,,"50.671955047,5.078210069",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
471,BTC,Prêts hypothécaires,Rue Emile Duchesne,43,4280,Grand-Hallet,,"50.69498003,5.030454225",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
472,Life & Job,Psychologue,Rue Raymond Pasleau,7a,4280,Cras-Avernas,,"50.694253845,5.125877059",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
473,Osteria di Panatta(site du Tennis Club Hannutois),Restaurant,Route de Tirlemont,67,4280,hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
474,Le jardin d'orient,Restaurant,Rue Albert 1er,45,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
475,Le P'tit Gaby,Restaurant,Rue de la Croix Blanche,8a,4280,Thisnes,,"50.673343189,5.045626247",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
476,Da Guiseppe,Restaurants - Pizzeria,Route de Landen,40,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
477,Tendance Sport,Sport & Accessoires (magasin de),Avenue de Thouars,4,4280,Hannut,,"50.672441589,5.075136576",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
478,AD Delhaize,Supermarché,Rue Albert 1er,72,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
479,Aldi SA,Supermarché,Rue de Huy,54,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
480,Lidl,Supermarché,Rue de l'Europe,8,4280,Hannut,,"50.677996994,5.085730975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
481,Smash 2000,Tennis,Rue des Prés,16,4280,Avernas-le-Bauduin,,"50.694982767,5.071721898",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
482,Tennis Club,Tennis,Route de Tirlemont,67,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
483,Marc Noel,Thérapeute sacro cranien,Rue Louis Snyers,12,4280,Hannut,,"50.669648492,5.084784683",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
484,AZ PROPRE SPRL,Titres-services,Avenue de Thouars,1,4280,Hannut,,"50.672441589,5.075136576",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
485,Falque Alain,Toitures,Rue de Cras Avernas,6,4280,Bertrée,,"50.697029757,5.095957715",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
486,C R Toiture,Toitures,Rue Gilot,3,4280,Lens-Saint-Remy,,"50.65557482,5.125319722",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
487,Gadisseur Y.,Toitures,Rue de la Marsalle,24c,4280,Merdorp,,"50.64152869,4.998800656",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
488,Transport Maurice Christophe,Transport,Rue del Gotch,19,4280,Moxhe,,"50.630535802,5.088881683",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
489,Bon Pied Bon Œil,Transport PMR,Rue du Luxembourg,1,4280,Hannut,,"50.676275139,5.087422649",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
490,Joanne P,Travaux agricoles,Route de Wavre,159,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
491,Lola Liza,Vêtements & Accessoires,Route de Landen,53 A,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
492,Pample-Mousse (bébés et enfants),Vêtements & Accessoires,Rue Albert 1er,30,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
493,Sheffield (hommes),Vêtements & Accessoires,Rue Gustave Detiege,5,4280,Hannut,,"50.671955047,5.078210069",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
494,La Renomée,Vêtements & Accessoires,Place Henri Hallet,5,4280,Hannut,,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
495,Renard Scalais by caroline,Vêtements & Accessoires,Rue Albert 1er,19,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
496,Follow Me,Vêtements & Accessoires,Rue Albert 1er,28,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
497,Bel & Bo,Vêtements & Accessoires,Rue de Huy,54,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
498,7 Sisters Store,Vêtements & Accessoires,Rue Zenobe Gramme,13,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
499,Marcel (hommes),Vêtements & Accessoires,Rue Albert 1er,25,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
500,Pineur curage sprl,Vidange et/ou débouchage,Route de Namur,140,4280,Avin,,"50.625325071,5.083186181",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
501,Le Berceau du Vin,Vins & spiritueux,Rue Joseph wauters,12,4280,Hannut,,"50.671440816,5.088310975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
502,Vigneron J,Volaille & gibier (vente de),Rue Dieu le Garde,22,4280,Villers-le-Peuplier,,"50.65250818,5.087619573",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
503,Brasserie du Flo,Brasserie artisanale,Rue du Château,21,4280,Blehen,http://www.brasserieduflo.be,"50.6636503,5.12491044",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
